"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"다니엘주간보호센터","C0309","(장애인) 장애인주간보호시설","장애인지역사회재활시설","자치구","이인숙","1165000000","서초구","서울특별시 서초구 헌릉로468길 21-16(내곡동)"
"다니엘단기보호센터","C0310","(장애인) 장애인단기거주시설","장애인거주시설","자치구","이아미","1165000000","서초구","서울특별시 서초구 헌릉로468길 21-16(내곡동)"
"영락원","C0340","(장애인) 장애인공동생활가정","장애인거주시설","자치구","박상모","1138000000","은평구","서울특별시 은평구 연서로35길 22 (불광동)"
"사랑나눔주간보호시설","C0343","(장애인) 장애인주간보호시설","장애인지역사회재활시설","자치구","이득남","1171000000","송파구","서울특별시 송파구 마천로51길 283층"
"다니엘직업재활원","C0355","(장애인) 장애인근로사업장","장애인직업재활시설","자치구","김상호","1165000000","서초구","서울특별시 서초구 헌릉로468길 21-16"
"동천","C0362","(장애인) 장애인근로사업장","장애인직업재활시설","자치구","성선경","1135000000","노원구","서울특별시 노원구 노원로18길 41하계동"
"노원교육복지재단(다모인)","C0373","(장애인) 장애인보호작업장","장애인직업재활시설","자치구","안진모","1135000000","노원구","서울특별시 노원구 노원로 311중계제1공단 301호"
"영등포구 장애인사랑나눔의 집","C0384","(장애인) (기타)장애인복지시설","장애인기타","자치구","김금상","1156000000","영등포구","서울특별시 영등포구 신길로 55"
"원광보호작업장","C0388","(장애인) 장애인보호작업장","장애인직업재활시설","자치구","박중석","1126000000","중랑구","서울특별시 중랑구 신내로 56마동"
"참좋은센터","C0396","(장애인) 장애인보호작업장","장애인직업재활시설","자치구","한인규","1126000000","중랑구","서울특별시 중랑구 봉화산로56길 99-15(신내동)"
"신아보호작업장","C0401","(장애인) 장애인보호작업장","장애인직업재활시설","자치구","황성경","1171000000","송파구","서울특별시 송파구 양산로8길 17신아보호작업장"
"늘푸른나무복지관","C0421","(장애인) 장애인복지관","장애인지역사회재활시설","자치구","정원택","1150000000","강서구","서울특별시 강서구 허준로5길 37  -0"
"조은세상","C0423","(장애인) 장애인보호작업장","장애인직업재활시설","자치구","박정식","1126000000","중랑구","서울특별시 중랑구 동일로140길 31-21(2층3층)"
"서울시립북부장애인종합복지관","C0454","(장애인) 장애인복지관","장애인지역사회재활시설","자치구","정의철","1135000000","노원구","서울특별시 노원구 덕릉로70가길 92(상계67동 771번지)(상계동)"
"서울시립남부장애인종합복지관","C0455","(장애인) 장애인복지관","장애인지역사회재활시설","자치구","장순욱","1159000000","동작구","서울특별시 동작구 신대방2동395 보라매공원내"
"금천장애인종합복지관","C0464","(장애인) 장애인복지관","장애인지역사회재활시설","자치구","박은정","1154500000","금천구","서울특별시 금천구 시흥대로101길 17"
"한사랑마을","C0485","(장애인) 중증장애인거주시설","장애인거주시설","자치구","이규성","1156000000","영등포구","경기도 광주시 산수로554번길 59-14(영등포구)"
"볕바라기주간보호센터","C0488","(장애인) 장애인주간보호시설","장애인지역사회재활시설","자치구","신혜옥","1154500000","금천구","서울특별시 금천구 금하로18길 8-1 (시흥동)"
"데일리스보호작업시설","C0493","(장애인) 장애인보호작업장","장애인직업재활시설","자치구","김용진","1123000000","동대문구","서울특별시 동대문구 천호대로83길 14장안동"
"번동코이노니아장애인보호작업시설","C0495","(장애인) 장애인보호작업장","장애인직업재활시설","자치구","정성우","1130500000","강북구","서울특별시 강북구 한천로115길 20-0501동 2층"
"소망의집","C0496","(장애인) 장애인공동생활가정","장애인거주시설","자치구","정성우","1130500000","강북구","서울특별시 강북구 인수봉로64길 30302호303호(수유동)"
"삼성떡프린스","C0498","(장애인) 장애인보호작업장","장애인직업재활시설","자치구","최종태","1159000000","동작구","서울특별시 동작구 양녕로30길 19-4      "
"더홈","C0507","(장애인) 장애유형별거주시설","장애인거주시설","자치구","허곤","1135000000","노원구","서울특별시 노원구 중계로 163-0(중계본동)"
"쉼터요양원","C0512","(장애인) 중증장애인거주시설","장애인거주시설","자치구","박병환","1135000000","노원구","서울특별시 노원구 동일로248길 30"
"서울특별시립평화로운집","C0518","(장애인) 중증장애인거주시설","장애인거주시설","자치구","임영관","1138000000","은평구","서울특별시 은평구 갈현로 15길 27-1 (구산동 산61-8번지)"
"교남어유지동산","C0523","(장애인) 장애인근로사업장","장애인직업재활시설","자치구","권세진","1150000000","강서구","경기도 파주시 적성면 어못내길 94-44(적성면 교남어유지동산) "
"주몽재활원","C0527","(장애인) 장애유형별거주시설","장애인거주시설","자치구","강향식","1174000000","강동구","서울특별시 강동구 상암로 369-0(상일동)"
"소망제이앤피","C0538","(장애인) 장애인보호작업장","장애인직업재활시설","자치구","박남식","1168000000","강남구","서울특별시 강남구 언주로167길 351층"
"은평기쁨의집","C0541","(장애인) 장애유형별거주시설","장애인거주시설","자치구","변소현","1138000000","은평구","서울특별시 은평구 갈현로11길 30은평기쁨의집"
"보담터","C0587","(장애인) 장애인보호작업장","장애인직업재활시설","자치구","이미희","1135000000","노원구","서울특별시 노원구 중계로 163-0보담터"
"민들레울공동생활가정","C0597","(장애인) 장애인공동생활가정","장애인거주시설","자치구","송혜정","1138000000","은평구","서울특별시 은평구 갈현로11길 46101동 303호 (구산동 경남 아너스빌)"
"시립서대문농아인복지관","C0613","(장애인) 장애인복지관","장애인지역사회재활시설","자치구","이정자","1141000000","서대문구","서울특별시 서대문구 수색로4가길 23(남가좌동)"
"승가원장애아동시설","C0622","(장애인) 중증장애인거주시설","장애인거주시설","자치구","김정희","1129000000","성북구","서울특별시 성북구 개운사길 76-1(안암동)"
"라온클린패밀리","C0649","(장애인) 장애인보호작업장","장애인직업재활시설","자치구","최희도","1174000000","강동구","서울특별시 강동구 고덕로 295-45(고덕동)"
"용산구립장애인주간보호센터","C0654","(장애인) 장애인주간보호시설","장애인지역사회재활시설","자치구","고애경","1117000000","용산구","서울특별시 용산구 한강대로 3313층"
"송천한마음의집","C0656","(장애인) 중증장애인거주시설","장애인거주시설","자치구","이현숙","1156000000","영등포구","경기도 남양주시 수동면 비룡로1742번길 95 "
"두레네집공동생활가정","C0661","(장애인) 장애인공동생활가정","장애인거주시설","자치구","최선화","1162000000","관악구","서울특별시 관악구 법원단지길 97-3"
"중랑구립직업재활센터","C0685","(장애인) 장애인보호작업장","장애인직업재활시설","자치구","박세향","1126000000","중랑구","서울특별시 중랑구 숙선옹주로9길 55(묵동)"
"송파인성장애인복지관","C0688","(장애인) 장애인복지관","장애인지역사회재활시설","자치구","서정민","1171000000","송파구","서울특별시 송파구 마천로61길 26송파인성장애인복지관"
"사랑의복지관","C0689","(장애인) 장애인복지관","장애인지역사회재활시설","자치구","남동우","1165000000","서초구","서울특별시 서초구 강남대로 65길 19  "
"성북장애인복지관","C0700","(장애인) 장애인복지관","장애인지역사회재활시설","자치구","김진우","1129000000","성북구","서울특별시 성북구 화랑로 130　"
"한빛맹아원","C0739","(장애인) 장애유형별거주시설","장애인거주시설","자치구","류경화","1130500000","강북구","서울특별시 강북구 삼양로73가길 47삼양로73가길 47"
"하누리주간보호센터","C0740","(장애인) 장애인주간보호시설","장애인지역사회재활시설","자치구","박태호","1154500000","금천구","서울특별시 금천구 시흥대로2길57 (시흥동)"
"헬렌켈러의집단기거주시설","C0741","(장애인) 장애인단기거주시설","장애인거주시설","자치구","윤미진","1130500000","강북구","서울특별시 강북구 삼양로91가길 8 (수유동 js홈타운) 2동 302 401 402호"
"헬렌켈러의집주간보호","C0743","(장애인) 장애인주간보호시설","장애인지역사회재활시설","자치구","윤미진","1130500000","강북구","서울특별시 강북구 삼양로80길 73층"
"다니엘사랑이용센터","C0744","(장애인) 장애인주간보호시설","장애인지역사회재활시설","자치구","최은경","1165000000","서초구","서울특별시 서초구 헌릉로468길 21-16 (내곡동)(내곡동)"
